The Land of Steady Habits,Female Director,Addiction,Overdose,Family,Divorce,Middle age,Midlife crisis,Suburbs,Wealth,Upper middle class,Parents,Father/son,Tragedy,Realistic,Understated,Indie,Troubled teen,Parenting,Guilt,Regret,Suburban malaise,Bad decision making,Tragedy,Bummer,Behaving badly,Unlikely friendship,Man bonds with child,Sharp,Cutting,Episodic,Sad,Acerbic,Slice of life,Ennui,Apathy,Metaphorically stuck,Tragicomedy,Droll,Frank,Insightful,Comedy of manners,Comedy of melancholy,Single father,Compassionate,,,,,,,,
"Me, Earl, and the Dying Girl",Cancer,Teenager,High School,Friendship,Creative,Filmmaking,Arty,Cinephilia,Touching,Sensitive,Indie,Earnest,Based on a YA novel,Self-conscious,Teen girl cancer,Warm,Low-key,Lived-in,Drifting,Slow,Teary,Understated,Hang-out movie,Small,Growing up,Coming of age,Death,Dying girl,,,,,,,,,,,,,,,,,,,,,,,,
Sweet Home Alabama,Romcom,The South,Alabama,Rural,Small town,High school sweethearts reunited,Ex husband,Divorce,Makeover,Going back home,Fluffy,Comedy of remarriage,Engaged to the wrong guy,Antagonists to lovers,Populist,Class distinctions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hairspray,Colorful,Cross dressing,Musical,Adaptation,Fat girl,Female teen protagonist,1960s,Racial issues,TV,Dance,Big Dance Numbers,Period piece,Goofy,Campy,Cheerful,Costumes,Remake,Based on a Broadway musical,Integration,Energetic,Racism,Baltimore,Misfits,Fun,Interracial romance,Joyful,Uncynical,Bubblegum empowerment,,,,,,,,,,,,,,,,,,,,,,,,
Julie and Julia,Period piece,Based on a true story,Memoir,Food porn,Chef,Character portrait,Female protagonist,Multiple storylines,Female director,Breezy,Busy,Parallel lives,Female writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Last Song,Nicholas Sparks,Teenagers,Female Teen Protagonist,Cancer,Discovery about father,Far from home,Romance,Class distinctions,Single father,Summer romance,Popstar acting,Beach,Georgia,Poor(er) girl/rich guy,Gifted child,Piano prodigy,Tragic ending,Tearjerker,Melodrama,Troubled teen,Terminal illness,Female director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alice in Wonderland (2010),CGI,Cartoonish,Bright colors,Storybook,Based on a classic children's book,Kids Movie,Far from home,Journey home,Tripping,Dream,Female Teen Protagonist,Flamboyant,Talking animals,Eccentric,Female writer,Visually distinctive,Hallucinatory,Creepy,Fantasy,Dreamscape,Fever dream,Evil queen,Battle scene,Busy,Garish,Nightmarish,Escape,Saving the kingdom,Savior figure,,,,,,,,,,,,,,,,,,,,,,,
Sleepless in Seattle,New York,Father/son,Romcom,Radio,Female writer,Female director,Airy,Widow,Engaged to the wrong guy,Meddling child,Contrived,Heartfelt,Important Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gigi,Paris,Courtesans,Musical,Older man/underage girl,Female mentorship,Romance,1890's,Mistresses,Leisure Class,Based on a Broadway musical,Period piece,Metrocolor,Female Teen protagonist,Learning to be ladylike,Charming,Problematic,Turn of the century,Costumes,Aristocracy,Pygmalion,Questionable morals,Lighthearted,Liberal sexual mores,Indulgence,Important Director,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Few Good Men,Military,Marines,Navy,Lawyer,Legal drama,Investigation,Coverup,Courtroom,Defense attorney,Guantanamo,Iconic,Hazing,Murder,Just following orders,Fallguy,Corruption,Dialogue,Impassioned,Satisfying,Based on a play,Unlikely pairing,Asshole does the right thing,Engaging,Technical,All business,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cocktail,Bartender,Alcohol,Mentorship,Bromance,Romance,Jamaica,New York,Manhattan,Class distinctions,Poor guy/rich girl,Upwards mobility,Careerism,Accidental pregnancy,Materialism,Sleazy protagonist,Male friendship,Bad friend,Sleazy,Grungey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The English Patient,Amnesia,WWII,Veteran,Memory,Mystery,Aristocrats,Tragic romance,British,Sweeping,Royalty,Old-fashioned,Old Hollywood,Desert,Hot weather,Adultery,Secret affair,Flashbacks,Nurse,Italy,Egypt,Cairo,Colonialism,Plane crash,Facial disfigurement,Interracial romance,Treachery,Vistas,Wide open spaces,Espionage,Exotic locale,North Africa,Expedition,Seduction,Long,Possessive man,Melodrama,Questionable ethics,Uncomfortable,Visually rich,War hospital,Big budget,Period piece,Epic,Contrived,Dicey politics,In love with a married woman,,,,,,
Rent,AIDS,Poverty,Musical,Gay,Cold weather,Romance,Older man/underage girl,Addiction,Transperson,Based on a Broadway musical,Counterculture,Bohemians,La Boheme,Terminal illness,Dying girl,Musician,Love triangle,Heroin,Late 1980's,Period piece,Earnest,Impassioned,Struggling artists,Melodramatic,Unsubtle,Sentimental,Young people,Teary,Friend group,Neighbors,Misfits,Whiny,,,,,,,,,,,,,,,,,,,,
La Haine,Violent,Poverty,Housing Estates,Paris,French,Friendship,Teenage boys,Delinquent,Riots,One Night,Racial issues,Foreign,Black and white,Class distinctions,Class disparity,Raw,Gritty,Immigrants,Actor directing,Diverse cast,Black male protagonist,Arab male protagonist,Interracial,Banlieue,Verité-style,Anger,Contemporary social issues,Police violence,Social commentary,Urban,Rambling,Hang-out movie,Tragic ending,Stirring,Upsetting,Powerful,Violent climax,French language,,,,,,,,,,,,,,
Female Trouble,Cross dressing,Trash cinema,Fashion,Colorful,Grotesque,Cross dressing,Vanity,Performance,Drag,Transgressive,Rape,Sexual violence against a female,Cartoonish violence,Camp,Bad taste,Cult,Mother/daughter,Bad mother,Criminals,Depravity,Midnight movie,Production design,Gory,Crime spree,Social commentary,Facial disfiigurement,White trash,Kidnapping,Over the top,Important Director,,,,,,,,,,,,,,,,,,,,,,
The Room,Bad Movie,Infidelity,Love Triangle,Cult,Friendship,Over the top,Midnight Movie,Suicide,Bloody climax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citizenfour,Documentary,Technology,Silicon Valley,Whistle Blower,NSA,Intrigue,Political Refugee,Politics,Internet,Data,Tense,Character portrait,Recent history,Paranoid,Moral message,Contemporary social issues,Activism,Activist,Controversial figure,Hong Kong,Hotel,Idealism,Idealistic,Revelatory,Corruption,Abuse of power,Moral point of view,Dicey politics,Divisive,Thriller,Computer geek,Ordinary guy,,,,,,,,,,,,,,,,,,,,
Iron Man,Marvel,Comics,Superhero,Rich guy,Inventor,Business man,Big budget,Crisis of conscience,Clever dialogue,Special effects,Popcorn,Weaponry,Loud,Explosions,Irreverent,Robot suit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timbuktu,Mali,Arty,Terrorism,Islam,Fundamentalism,Oppressive regime,Social issues,Africa,Thoughtful,Unnerving,Jihadists,Foreign,African cinema,Malian,Quiet,Contemplative,Slow-burn,Contemplative,Brutal,Shariah law,Harrowing,Landscape,Desert,Village,Contemporary social issues,Striking,Tragic ending,Unflinching,Lyrical,Horrifying,Devestating,Political,Contemporary foreign auteur,French/Arabic/Bambara/Tamasheq language,,,,,,,,,,,,,,,,,,
La Ciénaga,Argentina,Female director,Dysfunctional family,Latin American,Bourgeois,Middle class,Drifting,Foreign,Argentinian,Female auteur,Female writer,Warm weather,Family vacation,Rainy,Bad parenting,Bad mother,Moral decay,Sensorial,Directorial debut,Naturalistic,Ensemble cast,Summer,Dilapidated house,Lethargy,Malaise,Tragic accident,Plot-lite,Spanish language,,,,,,,,,,,,,,,,,,,,,,,,
Elephant,School shooter,Sociopath,Violence against children,School,Tragedy,Made for TV,Clinical,Distanced,Documentary-esque,Plot-lite,Unusual,Portland,Oregon,Non-professional actors,Troubled teen,Tense,Realistic,Formalist,Minimalist,HBO,Violent climax,Disturbing,Dialogue-lite,Terrifying,Radical,Massacre,Observant,Low budget,,,,,,,,,,,,,,,,,,,,,,,,
Ten,Iran,Mother/son,Episodic,Everyday life,Arab Female protagonist,Foreign,Single Mother,Divorce,Divorcée,Third Cinema,Huis clos,Tehran,Condition of women in Muslim society,,Precise,Wry,Non-professional actors,Improvisational,Slice of life,Neorealism,Farsi language,Matter of fact,Eye-opening,Low budget,Documentary-like,Original,Innovative,Formalist,Specific,Minimalist,Conversations,Social commentary,Farsi language,Arab cinema,Important Director,,,,,,,,,,,,,,,,,
Bamako,Mali,Experimental,Social issues,Social commentary,Africa,Courtroom drama,Surrealist,Impassioned,Improvisational,Non-professional actors,Third cinema,Moral POV,Capitalism,Political,Polemic,Meditation,Trial,Symbolic,French/Bamabra Language,Ordinary life,Contemporary foreign auteur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The White Ribbon,Germany,Pre-war,Unsettling,Creepy children,Suspenseful,Small Town,Black and white,Haunting,German,Foreign,German language,Cerebral horror,Calm,Period piece,Mystery,Violence against children,Evil,Unanswered questions,Unsolved crimes,Random wicked acts,Suspicion,Teacher,Nazi vibes,Important Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unfriended,Formally experimental,Horror,Technology,Teenagers,Screens,Computers,Murder,Innovative,Low budget,Ensemble cast,Cyberbullying,Bullying,Of its moment,Vengeful ghost,Violence,Jump scares,Paranormal behavior,Social media,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed Racer,CGI,Kids movie,Car racing,Twist,Formally innovative,Bright colors,Primary colors,Based on a tv series,Cartoonish,Evil CEO,Hyperactive,Undervalued,Visually distinctive,Production design,Video game-esque,Convoluted,High-energy,Family business,Competition,Underdog,Young up-and-comer,Twist,Silly,Evil villain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vertigo,Dead girl,Mystery,Twist,Detective,Psychological,Thriller,Classic,Doppelganger,Romance,Enigmatic female,Moody,Possession,Ex-cop,PI,Disturbing,Intoxicating,Elaborate scheme,Melodrama,Pensive,Obsession,Secrets,San Francisco,In love with a married woman,Actor playing multiple characters,Iconic,Murder plot,Fake identity,Complex,Objectification of women,Male gaze,Tragic ending,Violence against female,Black and white,Mindfuck,Important Director,Rug pull,,,,,,,,,,,,,,,,
Beauty and the Beast,Animated,Prince,Kidnapping,Gothic castle,Inanimate objects coming to life,Disney,Musical,Big dance numbers,France,Fairytale,Curse,Magic,Romance,Provence,Asshole to nice guy,Volunteer as tribute,Female writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aladdin,Magic,Persia,Sultan,Princess,Talking animals,Disney,Musical,Romance,Genie,Fake identity,Evil villain,Folk Tale,Poor boy/rich girl,Wish granting,Warmhearted,Goofy,Jaunty,Mind control,Engaged to the wrong man,Ethnic stereotypes,Evil villain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pocahontas,Disney,Native Americans,Indigenous People,Colonialism,Forbidden romance,Musical,Nature vs. civilization,Wilderness,Forest,Female protagonist,Inanimate objects come to life,Contemplative,Engaged to the wrong man,Historical revisionism,Virginia,1600's,Period piece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harry Potter and the Sorcerer's Stone,Children,Magic,Wizards,Boarding School,Orphan,Good vs. evil,Evil villain,Discovery about parents,British,English countryside,Based on a classic children's novel,Atmospheric,Faithful adaptation,Adventure,Far from home,New kid in school,Allstar cast,World building,Eerie,Quality child acting,Special effects,Blockbuster,Set pieces,Chosen one,School,Childlike wonder,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruce Almighty,Biblical,God,Supernatural,Hearing voices,Studio comedy,Anchorman,Broadcast news,Superpowers,Selfishness,Fired from job,Bathroom humor,Wish granting,Asshole to nice guy,Magical black man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avatar,Scifi,Fantasy,CGI,Other world,Indigenous people,Allegory,Social commentary,Ex-soldier,Romance,World building,Visually distinctive,Big budget,Blockbuster,New planet,Formally innovative,Utopian,Future,Body transformation,Hero's journey,Exotic locale,Environmentalist,Aliens,Colorful,Message film,Visually detailed,Evil corporation,Communion with nature,Man vs. nature,Special effects,Colonialism,Resistance,Long,Man grows conscience,Far from home,Change of allegiance,Battle,Battle scenes,Woman warrior,Action,Blue,Conversion,MoCap,,,,,,,,,,
ET,Children,Innocence,Friendship,Alien,Scifi,1980's,Blockbuster,Iconic,Teary,Suburbs,Heartstring tugging,Marooned,Male child protagonist,Journey home,Homesickness,Slick,Spirited,Wise,Special effects,Female writer,Enchanting,Fish out of water,Bittersweet ending,Hopeful,Quality child acting,Wholesome,Movie brat,Important Director,,,,,,,,,,,,,,,,,,,,,,,,
Sansho the Bailiff,Ancient Japan,Siblings,Slavery,Rebellion,Historical,11th Century,Royalty,Far from home,Journey,Mother/son,Period piece,Japanese,Japanese language,Foreign,Exile,Feudal,Long time span,Orphans,Slave camp,Black and white,Elegant,Tragedy,Hardship,Suffering,Survival,Conversion,Change of allegiance,Folk tale,Lament,Powerful,Fable,Kidnapped children,Captivity,Escape,Landscape,Breathtaking visual beauty,Poetic,Humanist,Moving,Simple,Riches to rags,Rags to riches,Bittersweet ending,Important Director,Evil governor,,,,,,,
Babel,Hyperlink,Japan,Morocco,Mexico,Culture Clash,Mistake,Deafness,Marriage,Consequences,Butterfly Effect,Diverse cast,Ensemble cast,Contemporary auteur,Tokyo,Landscape,Raw,Melodrama,Tragic accident,Contemporary social issues,Panoramic,Grief,Tragic misunderstandings,Sensory,Fatalist,English/Spanish/Japanese/Berber/Arabic/Sign language language,Empathetic,Messy,Powerful,Unsettling,Ambitious,Crossing borders,Foreigners,Parents/children,Loss,Important Director,Mexican director,Migrant worker,,,,,,,,,,,,,,,
Au Revoir Les Enfants,French,Holocaust,Children,Boarding School,Jewish kid,Nuns,Catholic,Young Boys,Friendship,German Occupation,Ugly cry,Righteous gentiles,Tragic ending,Devestating,French language,Guilt,Semi-autobiographical,Based on true events,Betrayal,Identity secret,Specific,Moving,Short time span,Period piece,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cat People,B Movie,1940's,Low budget,Horror,Supernatural,Dangerous female,Violent female,Psychoanalysis,Sexual danger,Femme fatale,Eerie,Black and white,Visually dark,Shadows,Body transformation,Geniunely scary,Curse,Toying,Quiet,Uneasy sympathy,Discovery about spouse,Jealousy,Formally innovative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inherit the Wind,Legal Drama,1920's,Tenessee,Religion,Inspirational teacher,Courtroom,Trial,Lawyers,Period piece,Based on a stage play,Science vs. faith,Censorship,Fundamentalism,Ferocious,Dialogue-heavy,Big ideas,Impassioned,Moral POV,Strong opinions,Persuasive oration,Message movie,Black and white,Based on real events,Mostly male cast,All business,Speeches,,,,,,,,,,,,,,,,,,,,,,,,,,
Howard's End,British,Inheritance,Romance,Upper class,Real estate envy,Manor,Family,Sisters,Female mentorship,Based on a classic novel,Early 1900's,English countryside,Older man/younger woman,Period piece,Merchant-Ivory,Intellectuals,Culture clash,Conversations,Costumes,Competent female protagonist,Rigid man,Privilege,Passionate,Anger,Hypocrisy,Class disparity,Do-gooder white woman,Pretty,Well-mannered,Pre-war,Idealism,Moral values,Cultural change,Female writer,Second marriage,Widower,Matriarch,Decline of the old world order,,,,,,,,,,,,,,
The Phantom of the Opera (2004),Musical,Opera,Theater,Romance,Creepy,Haunting,Kidnapping,Singer,Paris,Underground,Lavish,Young ingénue,Facial disfigurement,Spectacle,Melodrama,Based on a Broadway musical,Tormented musical genius,Backstage,Artistic ambition,Protogée,Claustrophobic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moonstruck,Italian Americans,Romcom,Brooklyn,1980's,Dysfunctional family,Strong Emotions,Magic,Popstar acting,New York,Accents,Second marriage,Engaged to the wrong guy,Falling in love with the brother,Emotional abandon,Sibling resentment,Parallel stories,Goofball,Gentle,Shouty,Widow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 Angry Men,All male cast,Ensemble film,Legal drama,Courtroom,Doubt,Huis clos,Jury,New York,Gripping,Underdog,Speeches,Prejudice,Penetrating,Persuasive oration,Dialogue-heavy,Stylized realism,Black and white,Tension,Claustrophobic,All business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In Cold Blood,Violent,Murder,Journalist,Based on a true story,True Crime,Kansas,Midwest,Massacre,Capital Punishment,Prison,Criminals,Small town,Investigation,Flashbacks,Senseless crime,Evocative,Documentary-esque,Re-creation,Black and white,Controversial,Dimwitted protagonists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snow White and the Seven Dwarfs,Disney,Musical,Animated,Mostly male cast,Princess,Evil stepmother,Prince,Curse,Vulnerable female,Evil queen,Jealousy,Woman in world of men,Fairy tale,Technically innovative,Unwitting victim,Chipper,Cheerful,Bright,Bright colors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duck Soup,Brothers,Comedy,Slapstick,Vaudeville,Politics,Absurdist,Fake European country,Roll on the floor funny,Anarchic,Allstar ensemble cast,War,Surrealist,Shocking,Outrageous,Screwball,Seminal,Black and white,Incompetent leader,Physical comedy,Set pieces,Zany,Pantomime,Funny accents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Un Chien Andalou,Eye violence,Surrealist,Iconic,Seminal,Formally innovative,Experimental,Avant-garde,Black and white,Dream logic,Short film,Shocking,Opaque,Disturbing,Frustrating,Provocative,Radical,Early cinema,Silent,Important Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Battleship Potemkin,Russia,Odessa,Communism,Early Soviet cinema,Experimental,Rebellion,Revolution,Violence,Soldiers,Social commentary,Social issues,Political,Classic,Early cinema,Black and white,Silent,Iconic,Seminal,Propoganda,Message film,Riot,Christ figure,Martyr,Outraged masses,Massacre,Historical revisionism,Collective protagonist,Rhythmic,Quick cutting,Important Director,Important film theorist,,,,,,,,,,,,,,,,,,,,,
M,Serial killer,Pursuit,Investigation,Criminals,Mob,Mob justice,Trial,Germany,Classic,Early cinema,Black and white,Mass outrage,Child murderer,Police procedural,Seminal,Seedy underbelly,Visually dark,Moral ambiguity,Moral relativism,Mostly male cast,Shadows,Haunting,Caricatures,Diseased society,Trial scene,Technically innovative,Creepy,Grotesque,Nazi vibes,Thriller,Paranoia,Atmospheric,Manhunt,Smoky,Important Director,,,,,,,,,,,,,,,,,
Being There,Comedy,Satire,WASPs,Dimwitted hero,Upper class,Mistaken identity,Naiveté,Innocence,Stately,Failing upwards,Precious,Whimsical,Upwards mobility,Comical misunderstandings,Silly premise,Airy,Upbeat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Bling Ring,Teenagers,Rebellion,Behaving badly,Robbery,Celebrities,California,LA,Rich kids,New kid,Trial,Crime,Excess,Female director,Negligent parents,Female auteur,Contemporary American auteur,Ensemble cast,Real Estate envy,Hollywood,Based on a true story,Blasé,Juvenile delinquency,Privilege,Plot-lite,Archival footage,Repercussions,Vapidity,Nocturnal,Impartial camera,Hedonism,Tabloid culture,Fame,Moral ambiguity,Parents MIA,,,,,,,,,,,,,,,,,,
The Beguiled (2017),Female Director,Mostly female cast,The South,Manor,Real estate envy,Civil War,Sexual tension,Soldier,Huis clos ,Ethical dilemma,Betrayal,Boarding school,Hostage,Lust,Remake,Seduction,Man gets between friends,Gorgeously shot,Fairy tale,Prisoner of war,Violent climax,Tonal shift,Bloody climax,Decorum,Manipulative man,Moody,Cool,Country house farce,Sexual tension,Tension,Female revenge,Period piece,,,,,,,,,,,,,,,,,,,,
Amadeus,Historical,Based on a true story,Character portrait,Costume drama,1700's,Genius,Music,Professional rivalry,Gifted,Jealousy,Period piece,Raunchy,Portrait of an artist,Flashbacks,Vienna,Lavish,Saucy,Anarchic,Light,Based on a stage play,Music prodigy,Vulgar humor,Opera,Austro-Hungarian Empire,Celebrity,Ambition,Obsession,In the shadow of genius,,,,,,,,,,,,,,,,,,,,,,,,
Children of Men,Dystopian,Gray,Future,Reluctant Hero,Middle aged man,Journey,Escape,Contemporary social issues,Social commentary,Wasteland,Conspiracy,The chosen one,Britain,London,Foreign contemporary auteur,Underground resistance,Refugees,Set pieces,War zone,Handheld camerawork,Gloomy,Despair,Intense,On the run,Bummer,Hopeful ending,Production design,Visual detail,Illegal immigrants,Quest,Journey,Chase scenes,Atmospheric,Ambiguous ending,Struggle,Important Director,Mexican director,,,,,,,,,,,,,,,
Sleeping with Other People,Unconventional romance,Romcom,Indie,Sex,Sex addiction,Male/female friendship,New York,Infidelity,Serial cheaters,Womanizer,Flawed protagonists,Endearing,Female director,Female writer,Self-conscious,Modest,Modern love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Great Gatsby,Based on a classic novel,Pining,Excessive wealth,Hamptons,Long Island,1920's,Period piece,New money,Long lost love,Secret affair,Stylish,Bummer ending,Roaring twenties,Glamorous,Glittery,Unsubtle,Jazz age,Romance,Doomed romance,Breathless,Melodrama,Prohibition,Lavish,Pop music soundtrack,House parties,Outside observer,Big,Noisy,Energetic,Bright colors,Love triangle,Class/social distinctions,Mansion,Real estate envy,False idols,Enigmatic protagonist,Gaudy,Messy,,,,,,,,,,,,,,
Boyhood,Long,Growing up,Young boy,Parenting,Formally innovative,Single mother,Unreliable father,Ambitious,Bittersweet,Long time span,Passage of time,Episodic,Tender,Profound,Low budget,Realist,Textured,Naturalistic,Real life,Drifting,Plot-lite,Intimate,Simple,Arty,Original,Chef d'Oeuvre,Texas,Austin,Home life,Temporality,Moving,Coming of age,Gentle,Low-key,Sensitive,,,,,,,,,,,,,,,,,
"Hello, Dolly!",Musical,Based on a Broadway musical,Matchmaking,Manipulation,Comedy,Competent female protagonist,Widow,Asshole to nice guy,Rich guy,Economic disparity,One weekend,Vacation,Adventure,Iconic,Jazzy,Yonkers,New York,Manhattan,Jewish woman,1890's,Period piece,Big budget,Joyful,Actor directing,Silly,Big dance numbers,Silly premise,Manipulating a guy into falling in love,Goldigging,Sentimental,Nostalgic,Production design,Airy,Lightweight,Fluffy,,,,,,,,,,,,,,,,,
Can't Buy Me Love,Nerd fantasy,Unpopular guy/cool girl,Ditching your friends for the cool kids,Suburbs,Social climbing,Outcast,Fake relationship,80's,Questionable ethics,Asshole protagonist,Materialism,Popularity,Cringe humor,Not-so-mean mean girl,Tit for tat exchange for help from popular kid,Deal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camp Rock,Summer,Summer camp,Musicians,Teenagers,Boy band,Professional rivalry,Underdog,Popstar acting,Musical,Disney Channel,Made for TV,Ditching your friends for the popular girls,Teenagers,Lightweight,Cinderella,Feel-good,Bubblegum self-empowerment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anastasia,Animated,Musical,Russian revolution,Czar,Historical,Historical revisionism,Romance,Amnesia,Princess,Magic,Evil villain,Discovery about parents,Grandmother/granddaughter,Discovering you're a princess,Secret princess,Paris,Snow,Rasputin,Old Europe,Turn of the 19th century,Royal family,Winter,Ball,Travelogue,Journey,Fairytale,Con man,Learning to be ladylike,Costumes,Sumptuous,,,,,,,,,,,,,,,,,,,,,,
Pride and Prejudice,Sisters,Real estate envy,Manors,English countryside,Class distinctions,Inheritance,Antagonists to lovers,Strong-willed female protagonist,Mistaken first impressions,Late 1700's,Regency,British,England,Costumes,Period piece,Based a classic novel,Female writer,Marriage,Romance,Marrying off daughters,Social satire,Historical detail,Snobbery,Asshole to nice guy,Ball,Upwards mobility,Meddling,Dramatic romantic declaration,Delightful,Heartwarming,Smart female,Sweeping,Grand emotions,,,,,,,,,,,,,,,,,,,
The Aristocats,Animated,Disney,Musical,Talking animals,Cats,Light,Pleasant,Funny,Jazz,Warm,Sweet,Inheritance,Experiencing the real world,Teary,Butler,Paris,Bumbling villain,Local guide,Single mother,Stranded,Journey home,Class distinctions,Mansion,Fun,Lighthearted,,,,,,,,,,,,,,,,,,,,,,,,,,,
When in Rome,Romcom,Rome,Travel,Magic,Sister's wedding,New York,Slapstick,Magical fountain,Suitors,High-strung workaholic female protagonist,Silly premise,Goofy,Love spell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saving Mr. Banks,Portrait of an artist,Famous author,Based on real events,Making a movie,Ugly cry,England,London,Hollywood,Australia,Disney,Female writer,Mary Poppins,Childhood trauma,LA,Softening icy woman,Artistic differences,Woman learns to have fun,Imagination,Daddy issues,Alcoholism,Backstage,Early 60's,Period piece,Adaptation,Flashbacks,Hollywoodian self-justification,Tearjerker,Self-referential,Uptight woman/laid back man,Cynical woman sees the light,Winning over the girl,Portrait of an author,,,,,,,,,,,,,,,,,,,,
The Music Man,Charismatic con man,Small town,Iowa,Musical,Middle America,Romance,Big dance numbers,Man grows conscience,Period piece,Early 1900's,Marching band,Uptight woman/laid back man,New guy in town,Music,Cheerful,Based on a Broadway musical,Cynical woman sees the light,,Trial scene,Man vs. town,Warmhearted,Joyous,Winning over the girl,Outsider disrupting normalcy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moon,Underrated,Sci-fi,Brainy,Mindfuck,Actor plays multiple characters,Robot,Twist,Isolation,Near-future,Man on the moon,Naive guy manipulated by corrupt authorities,One man,On the job,Accident,Suspenseful,Wry,Mystery,Funny dialogue,Loneliness,Claustrophobic,Modest,Haunting,Minimalist,Conspiracy,Paranoid fantasy,Thought provoking,Small,Humanist,Low budget,Daily routine,Brainteaser,Psychodrama,Hallucinations,Mental deterioration,Revelation,Discovering your life is a fictional construct,Monotonous job,,,,,,,,,,,,,,,
Confessions of a Dangerous Mind,"Based on a ""true"" story",Memoir,Television producer,Game show,Assassin,CIA,Actor directing,Ambition,Bookends,Cold war,Absurd,Espionage,Double life,Self-hatred,Unreliable narrator,Self-delusion,Entertaining,Sprightly,Sociopath,Manic,Professional success,Sleaze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Right Kind of Wrong,Romcom,Alberta,Landscape,Married to the wrong guy,Persistent guy,Loser protagonist,Divorcé,Female writer,Cool girl,Obsessive idealization of female love interest,Charming,Canadian,Indie,Winning over the girl,Sunny,Lighthearted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Nim,Documentary,Animal rights,1970's,Archival footage,Thoughtful,Compelling,Heartbreaking,Fascinating,Dysfunctional family,Eccentric academics,Questionable ethics,Absorbing,Hippies,Bummer ending,Chimpanzee,Probing,Unsettling,Primate behavior,Linguistics,Man vs. nature,Wild animal in captivity,Science,Research,Strange,Upsetting,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tinker, Tailor, Soldier, Spy (2011)",Cold War,Espionage,Conspiracy,Mole,Secret investigation,Coming out of retirement,Ordinary guy protagonist,England,British,MI6,All-business,Technical,Le Carré,Spycraft,Dread,Atmospheric,Faithful adaptation,Glum,Deliberate,Quiet,Depressing,Bummer ending,Intelligence service,Sly,Soviet agent,Gloomy,Chilling,Sad,Betrayal,London,1970's,Period piece,Somber,Smoky,Paranoia,Fear,Complex,Dense,,,,,,,,,,,,,,
Wimbledon,Tennis,Romcom,Richard Curtis-esque,Loser protagonist,Competition,Underdog,London,England,British,Sunny,Sports,Athletes,Comeback,Eccentric family,Nebbishy protagonist,Careerist woman,Using someone,Clever dialogue,Shenanigans,Wimbledon,Meet cute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighbors,Fraternity,Behaving badly,Immature adults,Drug use,Hedonism,House party,Big budget,Comedy,War with neighbors,Escalating hijinks,Farcical anarchy,Lowbrow humor,Dick jokes,Bromance,Raunchy,Young married couple,Adulthood,Improvisational,Prank war,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Walk to Remember,Cancer,Good girl/bad boy,Tearjerker,Nicholas Sparks,The South,Dying girl,Sentimental,North Carolina,Coastal,Preacher's daughter,Popstar acting,Community service,School play,Unlikely pairing,Reformation,Teen,High school,Romance,Sappy,Popular guy/unpopular girl,Early 2000's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
